slug	title	top_prefix	top_n	minority	total
kamigoroshi-no-maou-saijaku-shuzoku-ni-tensei-shi-shijou-saikyou-ni-naru	神殺しの魔王、最弱種族に転生し史上最強になる	7575	4	"{""301"": 1}"	5
kami-naki-sekai-no-kami-sama-katsudou	神無き世界のカミサマ活動	86468	9	"{""86805"": 1}"	10
watashi-ga-motenai-no-wa-dou-kangaetemo-omaera-ga-warui	私がモテないのはどう考えてもお前らが悪い!	7575	27	"{""301"": 1}"	28
watashitachi-wa-hanshokushiteiru	私たちは繁殖している	8211	24	"{""04"": 1}"	25
watashi-no-koto-kirai-tte-iimashitayone	私のこと嫌いって言いましたよね!?	86778	7	"{""910429"": 1}"	8
watashi-o-tsuki-made-tsuretette	私を月まで連れてって!	09	10	"{""12"": 1}"	11
shikei-shikkounin-mine-1984	私刑執行人	537	2	"{""253"": 1}"	3
shiritsu-kiwamemichi-koukou	私立極道高校	8342	2	"{""537"": 1}"	3
shiritsu-shouei-gakuen-otoko-koutoubu-kurashina-sensei-no-junan	私立翔瑛学園男子高等部倉科先生の受難	86263	3	"{""7997"": 1}"	4
shiritsu-araisokoutougakkou-seitokai-shikkoubu	私立荒磯高等学校生徒会執行部	7580	2	"{""19"": 1}"	3
himitsu-no-shinsengumi	秘密の新選組	7783	3	"{""87233"": 1}"	4
sekiranun	積乱雲	06	2	"{""12"": 1}"	3
sora-ga-suki	空がすき!	09	3	"{""04"": 1}"	4
sora-no-orugan	空のオルガン	8342	4	"{""08"": 1}"	5
kuusou-kagaku-x	空想科学X	04	4	"{""8402"": 1}"	5
kuusou-kagaku-edison	空想科学エジソン	344	2	"{""7897"": 1}"	3
karate-sangokushi	空手三国志	19	2	"{""8033"": 1}"	3
totsugeki-houshi-boranteiabu	突撃奉仕暴ランティア部	8124	2	"{""8019"": 1}"	3
ryuuken-densetsu	竜剣伝説	87892	2	"{""915333"": 1}"	3
doutei-yuusha-wa-nakayoku-shitai	童貞勇者は仲良くシたい	7575	2	"{""301"": 1}"	3
dai-ikkyuu-junaizai	第一級潤愛罪	8352	2	"{""575"": 1}"	3
dairoku-tairiku	第六大陸	7973	4	"{""593"": 1}"	5
konjou-no-koi	紺青の恋	86468	2	"{""86805"": 1}"	3
shuumatsu-no-maristella	終末のマリステラ	8401	3	"{""04"": 1}"	4
shuumatsu-no-fukushuu-daikouya	終末の復讐代行屋	910429	3	"{""86778"": 1}"	4
keikenzumi-na-kimi-to-keiken-zero-na-ore-ga-otsukiai-suru-hanashi	経験済みなキミと、経験ゼロなオレが、お付き合いする話。	7575	8	"{""301"": 1}"	9
kekkon-shiyou	結婚しよう	7859	3	"{""7767"": 1}"	4
kekkon-shiyou-rikon-zentei-de	結婚しよう。離婚前提で。	7575	3	"{""301"": 1}"	4
kekkonttenannano	結婚ってなんなの!?	313	3	"{""569"": 1}"	4
wataya-san-no-tomodachi	綿谷さんの友だち	86720	2	"{""19"": 1}"	3
midoriyama-koukou	緑山高校	08	18	"{""8342"": 1}"	19
joumon-shounen-yogi	縄文少年ヨギ	09	2	"{""480"": 1}"	3
tsumi-to-batsu	罪と罰	10	4	"{""575"": 1}"	5
tsumitobatsu	罪と罰	10	4	"{""04"": 1}"	5
miya-chan-no-kyuuin-life	美夜ちゃんのきゅーいんライフ!	7575	2	"{""301"": 1}"	3
bishin	美神	391	2	"{""396"": 1}"	3
suika-wa-shoushika-tantou	翠花は少子化担当	7575	3	"{""301"": 1}"	4
mimi-o-sumaseba	耳をすませば	19	4	"{""08"": 1}"	5
seisenki-erunasaaga	聖戦記エルナサーガ	87025	12	"{""7575"": 1}"	13
ikusei-skill-wa-mou-iranai-to-yuusha-party-o-kaikosareta-node-taishokukin-gawari-ni-moratta-ryouchi	育成スキルはもういらないと勇者パーティを解雇されたので、退職金がわりにもらった【領地】を強くしてみる	7575	12	"{""301"": 1}"	13
sebiro-no-housekeeper	背広のハウスキーパー	88271	2	"{""86263"": 1}"	3
kurumi-no-naka	胡桃の中	86263	3	"{""7997"": 1}"	4
fujoshi-kanojo	腐女子彼女。	7577	4	"{""04"": 1}"	5
fudanshi-mangamichi	腐男子まんが道	86134	2	"{""86657"": 1}"	3
haraguro-maiko-san-to-no-kyou-seikatsu	腹黒舞子さんとの京生活	8019	2	"{""8124"": 1}"	3
zoumotsujima	臓物島	86697	3	"{""909767"": 1}"	4
maihime	舞姫	8401	9	"{""88991"": 1}"	10
hana-buranko-yurete	花ぶらんこゆれて…	08	4	"{""299"": 1}"	5
hana-mo-mata-kimi-no-tame	花もまた、きみのため。	7973	2	"{""593"": 1}"	3
karin-no-mound	花鈴のマウンド	903954	17	"{""911504"": 1}"	18
hana-inka-choukyoushi	花～淫華調教師～	86495	2	"{""88653"": 1}"	3
wakatono-wa-tsuraiyo	若殿はつらいよ!	86704	3	"{""8211"": 1}"	4
kada-giden	華陀偽伝	7992	2	"{""86032"": 1}"	3
moeyo-sensha-gakkou	萌えよ!戦車学校	86320	3	"{""87149"": 1}"	4
ochikobore-kuni-o-deru	落ちこぼれ国を出る	7575	9	"{""301"": 1}"	10
ochitekita-ryuuou-to-horobi-yuku-majo-no-kuni	落ちてきた龍王と滅びゆく魔女の国	04	3	"{""8401"": 1}"	4
sougiya-file	葬儀屋事件簿	907203	2	"{""910429"": 1}"	3
aoi-kun-wa-mukimuki-kanojo-o-koutei-shitai	葵くんはムキムキ彼女を肯定したい	7575	2	"{""301"": 1}"	3
ao-no-otoko	蒼の男	403	4	"{""406"": 1}"	5
soubou-no-daichi-horobu	蒼茫の大地、滅ぶ	253	5	"{""418"": 1}"	6
kusuriya-no-hitorigoto-shino-2017	薬屋のひとりごと	7575	9	"{""301"": 1}"	10
hebigami-sama-to-nie-no-hanahime	蛇神さまと贄の花姫	86715	9	"{""86176"": 1}"	10
shinkirou-teikoku	蜃気楼帝国	86176	2	"{""902314"": 1}"	3
mitsuka	蜜果	910526	4	"{""86846"": 1}"	5
choumaru	蝶丸	04	2	"{""575"": 1}"	3
kesshougarasu	血笑鴉	7780	3	"{""06"": 1}"	4
haou-taikei-ryuunaito-collectors-edition	覇王大系リューナイトcollector's edition	08	2	"{""8342"": 1}"	3
purantsu-doll	観用少女	02	5	"{""257"": 1}"	6
gokai-sareta-migawari-no-majo-wa-kokuou-kara-saisho-no-koi-to-saigo-no-koi-o-sasagerareru	誤解された『身代わりの魔女』は、国王から最初の恋と最後の恋を捧げられる	7575	2	"{""301"": 1}"	3
gohou-kensei-vaizard	護宝遣聖VAIZARD	901926	2	"{""86127"": 1}"	3
goseidouji-ran	護星童子ラン	334	2	"{""344"": 1}"	3
binbouhime-desu-nanika	貧乏姫ですが、何か?	7973	3	"{""593"": 1}"	4
baiyaku-kakeba-chou-kuzuryuu	買厄懸場帖九頭竜	8458	3	"{""09"": 1}"	4
sainome-hanjouki	賽の目繁盛記	89425	2	"{""938461"": 1}"	3
hashire-unkooo	走れ!ウンコオー	86651	9	"{""86845"": 1}"	10
chou-adoribu-ouji	超アドリブ王子	86535	5	"{""906936"": 1}"	6
chou-aniki	超兄貴	19	2	"{""7577"": 1}"	3
chouken-leap	超犬リープ	257	2	"{""7759"": 1}"	3
chouyaku-hyakunin-isshu-utakoi	超訳百人一首 うた恋い。	8401	3	"{""04"": 1}"	4
migawari-de-totsuida-reikoku-kokuou-wa-hatsukoi-aite-deshita	身代わりで嫁いだ冷酷国王は初恋相手でした	301	2	"{""7575"": 1}"	3
migawari-hime-wa-ringoku-no-yuumou-ou-ni-dekiai-dekiaisareru	身代わり姫は隣国の勇猛王に溺愛される	596	2	"{""302"": 1}"	3
migawari-kon-no-koukyuu-hi-wa-koutei-heika-ni-nigashite-moraenai	身代わり婚の後宮妃は皇帝陛下に逃がしてもらえない	86778	2	"{""910429"": 1}"	3
miuchi-ni-maruya-ga-orimashiten	身内に〔○ヤ〕がおりましてん。	8124	3	"{""8019"": 1}"	4
gunka-no-hibiki	軍靴の響き	418	2	"{""8470"": 1}"	3
tenseisaki-wa-kita-no-henkyou-deshita-ga-seirei-no-okage-de-kekkou-kaiteki-desu	転生先は北の辺境でしたが精霊のおかげでけっこう快適です	7575	2	"{""301"": 1}"	3
tensei-yuusha-no-kimama-tabi	転生勇者の気まま旅	7575	4	"{""301"": 1}"	5
tensei-youjo-wa-zense-de-tasuketa-seirei-tachi-ni-natsukareru	転生幼女は前世で助けた精霊たちに懐かれる	7575	2	"{""301"": 1}"	3
meisai-tengoku	迷彩天国	575	2	"{""8352"": 1}"	3
tsuihousareta-sareta-ore-ga-hazure-gift-honyaku-de-saikyou-party-musou-mamono-ya-mazoku-to-hanaseru	追放された俺が外れギフト『翻訳』で最強パーティー無双!～魔物や魔族と話せる能力を駆使して成り上がる～@COMIC	86699	2	"{""86794"": 1}"	3
tsuihousareta-dekiaisareru-tabi-2-skill-o-te-ni-ireta-ore-ga-100-no-isekai-de-nishuume-musou	追放されるたびにスキルを手に入れた俺が、100の異世界で2周目無双	253	4	"{""7986"": 1}"	5
tsuihousareta-ryoushu-no-kotou-kaitakuki	追放領主の孤島開拓記	8242	2	"{""89199"": 1}"	3
unmei-no-tsugai-naraba-sono-akai-ito-toyara-kirisutete-sashiagemashou-attomaaku-comic	運命の番?ならばその赤い糸とやら切り捨てて差し上げましょう@COMIC	86699	5	"{""86794"": 1}"	6
kajou-mousou-shounen	過剰妄想少年	86589	3	"{""89393"": 1}"	4
douchuushi	道中師	86225	2	"{""253"": 1}"	3
haitatsusaki-no-onee-san-ga-kowasugiru	配達先のお姉さんが怖すぎる	7575	3	"{""301"": 1}"	4
hidoku-shinaide	酷くしないで	7997	11	"{""86263"": 1}"	12
satonaka-machiko-sakuhinshuu	里中満智子作品集	12	3	"{""86369"": 1}"	4
kinketsu-himegimi-to-henkutsu-madoushi-no-kenboujussuu-renkinjutsu	金欠姫君と偏屈魔導士の権謀術数錬金術	910429	2	"{""86778"": 1}"	3
kinsou-no-verumeiyu	金装のヴェルメイユ	7575	9	"{""301"": 1}"	10
tsuri-baka-taishou	釣りバカ大将	09	3	"{""7542"": 1}"	4
tekkaba-no-shin	鉄火場のシン	8124	9	"{""8019"": 1}"	10
gin-no-sereira	銀のセレイラ	86176	3	"{""7767"": 1}"	4
gin-no-yami-meikyuu	銀の闇迷宮	88271	2	"{""8352"": 1}"	3
ginga-teikoku-kouboushi	銀河帝国興亡史	9902566	3	"{""9911064"": 1}"	4
gingasou-na-no	銀河荘なの!	592	2	"{""253"": 1}"	3
gingatetsudou-no-yoru	銀河鉄道の夜	05	2	"{""594"": 1}"	3
giniro-no-shiyousei	銀色の照星	7962	2	"{""257"": 1}"	3
tsubanari-no-tachi	鍔鳴の太刀	7575	8	"{""301"": 1}"	9
kenban-no-ue-no-caress	鍵盤の上のカレス	86436	2	"{""86252"": 1}"	3
gaia-ki-tan	鎧亜騎譚	7992	2	"{""86032"": 1}"	3
senran-kagura-shoujotachi-no-shinei	閃乱カグラ 少女達の真影	8401	2	"{""04"": 1}"	3
kantouheiya	関東平野	88315	7	"{""10"": 1}"	8
yamibana	闇華	408	3	"{""8149"": 1}"	4
tonari-no-onee-san-to-himitsu-no	隣のオネエさんと秘密の	86123	3	"{""86787"": 1}"	4
sekigan-sekiwan-sekikyaku-no-majutsushi	隻眼・隻腕・隻脚の魔術師@COMIC	86794	5	"{""86854"": 1}"	6
sekigansekiwansekkyakunomajutsushiattomaakukomikku-morinokoyanikomotte	隻眼・隻腕・隻脚の魔術師@COMIC	86794	5	"{""86854"": 1}"	6
janrou-densetsu-aoki-ookamitachi	雀狼伝説 蒼き狼たち	575	4	"{""8124"": 1}"	5
jansou-no-saeko-san	雀荘のサエコさん	8019	4	"{""8124"": 1}"	5
miyabichi-no-onmyouji	雅血の陰陽師	7575	7	"{""301"": 1}"	8
nankou-furaku-no-maoujou-e-youkoso	難攻不落の魔王城へようこそ	7575	11	"{""301"": 1}"	12
raika	雷火	7962	31	"{""88275"": 1}"	32
dengeki-tenjikaazu	電撃テンジカーズ	04	2	"{""8402"": 1}"	3
denpa-odyssey	電波オデッセイ	8354	3	"{""7572"": 1}"	4
seinen-no-tame-no-dokusho-club	青年のための読書クラブ	7973	2	"{""593"": 1}"	3
seishun-amakarani	青春甘辛煮	8124	3	"{""8019"": 1}"	4
seishun-hakusho	青春白書	06	4	"{""09"": 1}"	5
aoharu-tetsudou	青春鉄道	8401	3	"{""04"": 1}"	4
aonuma-san-no-inu-wa-haraguro-da	青沼さんちの犬は腹黒だ	8019	2	"{""8124"": 1}"	3
hisonzai-byourigaku-nyuumon	非存在病理学入門	88475	2	"{""8124"": 1}"	3
ganjou-ningen-suparutakasu	頑丈人間スパルタカス	19	3	"{""09"": 1}"	4
kazeiro-nikki	風いろ日記	09	2	"{""575"": 1}"	3
kaze-no-yume-hana-no-yume	風の夢花の夢	08	2	"{""575"": 1}"	3
hiba	飛葉	408	2	"{""8211"": 1}"	3
gashi-tensei	餓死転生	86699	2	"{""86472"": 1}"	3
garouden	餓狼伝	253	26	"{""8401"": 1}"	27
garouden-boy	餓狼伝BOY	253	2	"{""06"": 1}"	3
koma-ga-mau	駒が舞う	8211	4	"{""916085"": 1}"	5
kishidanchou-no-elf-san-datte-otome-ga-shitai	騎士団長のエルフさんだって乙女がしたい。	7575	4	"{""301"": 1}"	5
kishi-tan-wa-jouheki-no-naka-ni-hana-hiraku	騎士譚は城壁の中に花ひらく	86554	2	"{""8240"": 1}"	3
koukousei-uebu-sakka-no-mote-seikatsu	高校生WEB作家のモテ生活	7575	6	"{""301"": 1}"	7
koukouseiwebsakkanomoteseikatsu-antagakamisakkanawakenaidesho-to	高校生WEB作家のモテ生活	7575	6	"{""301"": 1}"	7
onihime-vs	鬼姫vs	86032	3	"{""7992"": 1}"	4
maryoku-zero-no-saikyou-majutsushi	魔力ゼロの最強魔術師～やはりお前らの魔術理論は間違っているんだが?～@COMIC	86699	3	"{""86794"": 1}"	4
makyou-gakuen-fuuunki-half-ando-half	魔境学園風雲記ハーフ＆ハーフ	04	2	"{""8124"": 1}"	3
madan-no-ou-to-vanadis	魔弾の王と戦姫	04	9	"{""8401"": 1}"	10
mahou-sensou	魔法戦争	04	5	"{""8401"": 1}"	6
mahoujin-guruguru-2	魔法陣グルグル2	7575	20	"{""301"": 1}"	21
mamono-o-shitagaeru-teiin-o-motsu-tensei-kenja	魔物を従える帝印を持つ転生賢者	7575	7	"{""301"": 1}"	8
mamono-o-karu-na-to-iwareta-saikyou-hunter-ryouri-guild-ni-tenshoku-suru	魔物を狩るなと言われた最強ハンター、料理ギルドに転職する	89199	3	"{""8242"": 1}"	4
mamono-cry-no-boukensha	魔物喰らいの冒険者	7575	2	"{""301"": 1}"	3
marou-ou-reppuu-den	魔狼王烈風伝	07	8	"{""8402"": 1}"	9
maou-reijou-no-kyouikugakari	魔王令嬢の教育係	8242	5	"{""89199"": 1}"	6
makai-ishi-mephisto	魔界医師メフィスト	8401	2	"{""04"": 1}"	3
makai-senki-disgaea-2	魔界戦記ディスガイア2	8402	3	"{""04"": 1}"	4
mazin-garon	魔神ガロン	06	7	"{""253"": 1}"	8
same-wa-sakura-ni-koi-o-suru	鮫は桜に恋をする	86787	2	"{""86123"": 1}"	3
koumon-jigokuhen	黄門★じごく変	09	2	"{""8401"": 1}"	3
kuro-no-monmongumi	黒のもんもん組	257	3	"{""592"": 1}"	4
kuroshitsuji	黒執事	7575	34	"{""301"": 1}"	35
kurogane-pukapukatai	黒鉄ぷかぷか隊	86320	3	"{""8022"": 1}"	4
kurokami-no-maria	黒髪のマリア	86423	2	"{""88741"": 1}"	3
kokuryuu-sama-no-minarai-hanayome	黒龍さまの見習い花嫁	86715	10	"{""86176"": 1}"	11
ryuu-to-chameleon	龍とカメレオン	7575	7	"{""301"": 1}"	8
