slug	title	tv	has_synopsis	genres	n_isbn	caption
suupapan	スーパパン	1	False	comedy	1	▼第1話／料理の超人▼第2話／遅刻の超人▼第3話／ダイエットの超人▼第4話／火事場のバカ超人▼第5話／隕石と超人▼第6話／ライバルな超人▼第7話／リベンジな超人▼第8話／お中元な超人▼第9話／三角関係な超人▼第10話／釣人な超人▼第11話／卓球な超人▼第12話／酔っぱらいな超人▼第13話／元旦な超人▼第14話／バレンタインの超人▼第15話／野球な超人（前編）▼第16話／野球な超人（後編）▼第17話／勤め人な超人▼最終話／さよならの超人●主な登場人物／池内和雄（食品会社に勤める、うだつのあがらないサラリーマン。36歳。地球から5億光年離れたチュルル星雲からやってきたヒーロー「スーパパン」に変身する）、池内まさし（和雄の息子。聖ガッタ学園中等部の1年生である13歳。父がスーパパンであることを知っている）、W星人（シャク星人を巡る恋の争いでスーパパンに敗退。2億光年の恨みを晴らすべく地球にやってきた、ライバル宇宙人。正体はゴム人形系で、史上最弱）、シャク星人（スーパパンと付き合っている、とんでもない天然ボケの美人宇宙人。W星人には極めて非情）●あらすじ／太陽系第3惑星地球。水と大気が存在し、生命力あふれる惑星。そんな地球を守るため、はるか5億光年の彼方からやってきた男がいた。彼の名は「スーパパン」。そしてその地球上での正体は、疲れたサラリーマン・池内和雄、36歳である。和雄は今日もくたび
time-skip-mao-chan	タイムスキップ真央ちゃん	1	False	sci-fi,romance,comedy	1	タイムスリップした小6の女の子・真央が戦国時代のまっただ中で見つけた歴史の真実とは！？「本能寺の変」を中心に描く異色の歴史SFまんが！
nazo-nazo-nazo-no-otomodachi	ナゾナゾ謎のお友達	1	False	comedy,fantasy,slice-of-life	1	●あらすじ／自然の豊かな、山の中にある家に引っ越してきた上高地一家。広くて、庭もあって、その庭からは海が見える。そのうえ家賃もすごく安い。そんないい家に引っ越せて、お父さんの元悟郎も、お母さんの蛍も、そして一人息子のトンボも大喜びだ。だが家に入ってみると、なんと巨大なダンゴ虫と、ナメクジが！ 元悟郎と蛍は退治しようとするが、トンボにとっては引っ越してきてから初めてできたお友達。「いじめちゃダメ!!」と両親を止め、二匹と三人は一緒に暮らすことにする（第1話）▼第1話／謎の同居人▼第2話／謎の家庭菜園▼第3話／謎の幼稚園▼第4話／謎の急患▼第5話／謎のお隣さん▼第6話／謎の夏の夜▼第7話／謎の海水浴▼第8話／謎の夏祭り▼第9話／謎のパソコン▼第10話／謎のハイキング▼第11話／謎の若返り薬（前編）▼第12話／謎の若返り薬（後編）●主な登場人物／上高地元悟郎（かみこうち・トンボ。通称トン坊。引っ越しを機に、新しい友達をいっぱい作るぞと楽しみにしている。明るく元気で、気持ちの優しい幼稚園児）、ナメちゃん（巨大なナメクジ。人の言葉を喋り、トンボの友達になる）、コロちゃん（巨大なダンゴ虫。同じくトンボの友達に。言葉は喋れない）●本巻の特徴／トンボはナメクジに「ナメちゃん」、ダンゴ虫に「コロちゃん」という名前を付けて、毎日一緒に過ごすようになる。さらには庭に巣を作って住んでいるジゴクグモや、トン
pasokon-daisuki	パソコン大すき!	1	False	comedy	1	ゲーム・ワープロ・インターネット、この１冊でパソコンのすべてをマスター。さわって楽しむ入門体験版。
pasotora	パソトラ	1	False	essay	1	パソコンを始めたい方、お困りの方。自作をやってみたい方、マンネリの方。そのほか、他人の不幸が見たい方にお薦め！初心者ユーザーるかぽんの成長をつづった、爆笑エッセイ漫画。
project-x-chousenshatachi	プロジェクトX挑戦者たち	1	False	drama	1	前人未踏のビジネスを志したサラリーマンがいた。しかし、未知の分野ゆえに賛同者は少なく、彼の元に集まったチームは、わずか１５人の素人集団だった。セブンーイレブンの原点、挑戦と変革の物語がここにある。
jinsei-kachikachiyama	人生カチカチ山	1	False	drama,comedy	1	森前首相密室の誕生劇、JOC放射能事故、有珠山大噴火、法の華、そしてラスベガス、ついには北朝鮮へ！　MWで連載した2000年〜2001年の不況ニッポンを彷徨う旅漫画を単行本化。「薫の実話」等単行本未収
zenin-tomodachi	全員友達	1	False	comedy	1	●あらすじ／なかよしの森に暮らすウサギの兄弟のもとに、1通の手紙がきた。差出人はクマさん。誕生日なので、ごちそうを用意して待っているという。そこでウサギの兄弟は、とびきりのオシャレをして出かけて行くが…（第1話）▼マンガ全員友達ができるまで▼第1話／ウサギ▼第2話／カラス▼第3話／カッパ▼第4話／ネコ▼第5話／ヤギ▼第6話／オーストラリア▼第7話／ウシ▼第8話／イヌ▼第9話／モモ▼第10話／カルタ▼第11話／トナカイ▼第12話／ヨウセイ前編▼第13話／ヨウセイ後編▼第14話／ハンギョジン▼第15話／イナゴ▼ピョコタンおまけページ●主な登場人物／兄弟（毎回色々な生物に変身する。時には生物以外のものにも。メガネをかけていない方が兄。かけている方が弟）▼コンクリートジャングル・東京。その片隅で、カラスの兄弟は今日もゴミをあさっていた。だが世の中は不況の真っ只中。ゴミの中にもロクな物がない。嘆きながら弟が別のゴミ袋を開けると、中からタモリが！ 「ゴミ捨て場でタモリと出会いし者に、幸運の天使舞い降りる」という言い伝えを知る二人は大喜び。そんな彼らの前に、今度はカラスの味方だというオバチャンが現れた（第2話）▼奥多摩の清流。仲良く暮らすカッパの兄弟の前に、おぼれた子供が流されてきた。兄弟は山本というその子を助け、親しくなる（第3話）。●本巻の特徴／ウサギ、カラス、カッパ、ネコ、ヤギ、ウシ、イヌ
maeda-toshiie-to-tenkabito	前田利家と天下人	1	False	historical	1	天文７年（１５３８）、弱肉強食の戦国時代、尾張の荒子に前田利家誕生。幼名・犬千代は信長に仕え、派手好みで、槍の又左の異名をとった武将。本編は、青年期よりの盟友・秀吉との出会いに始まり、信長の小姓・拾阿弥殺傷事件、そして桶狭間の戦い、賎ヶ岳の戦いなど幾多の戦役後、慶長３年（１５９８）、秀吉の五大老の一人となり、大坂城にて秀頼の後見にあたる。慶長４年、徳川家康と石田三成の対立を憂慮しつつ、大坂で大往生する。その翌年、関ヶ原の戦いが勃発！講談社漫画文庫の山岡荘八原作『信長』『秀吉』『家康』の３作品より、加賀百万石の礎を築いた前田利家を中心に抜粋し、再構成。
oomakani-umareta-onna	大まかに生まれた女。	1	False	essay,comedy	1	あの話題作「理由は聞くな。大人なら。」から早1年。待望の”第2弾”の刊行です！　「DOS／V　magazine」「Vwalker　大味食堂」収録作品に、40ページを超える描き下ろしや特別エッセイを加え、前作以上に”パワー全開”です。
ayaori-gensou	彩織り幻想	1	False	fantasy	1	色彩と描線の魔術師が繰り広げる夢と憧れ。波津彬子の世界。描き下ろしも含め１００点を収録。
kaitou-supankooru	怪盗スパンコール	1	False	adventure,comedy	1	ドジなドロボー、スパンとラメが大活躍。人気連作マンガ全５話収録。小学生から。
tabiman	旅マン	1	False	adventure,comedy	1	▼第1話／大手町▼第2話／引き続き大手町▼第3話／上野▼第4話／柴又▼第5話／川越▼第6話／横浜▼第7話／横須賀▼第8話／行田▼第9話／城ヶ島▼第10話／筑波▼第11話／小田原▼第12話／行川▼第13話／熱海▼第14話／青木ケ原樹海▼第15話／水戸▼第16話／熱川▼第17話／鬼怒川▼第18話／三保松原▼第19話／草津▼第20話／上田▼第21話／白河▼第22話／松本▼第23話／大井川▼第24話／戸隠▼第25話／富山▼第26話／伊勢▼最終話／神戸▼追跡／ほりのぶゆき全県踏破への道・最終章 沖縄●主な登場人物／旅マン（ある朝目覚めたら、過去の記憶を消され、思いもよらぬ姿と使命を与えられていた改造人間。在来線のみを使っての日帰り旅行の限界に挑戦する）、ぶるる（旅マンの行く先々で、彼を待ち受ける怪人。本来は旅マンの宿敵なのだが、結果的には仲良し珍道中を繰り広げることに）●あらすじ／東京・下落合。ある男が、知らないうちに“旅マン”に改造されていた。基地からの指令によると、旅マンは週一回、必ず旅に出なければならない。しかも、高速移動は禁止。さらには日帰りをしなくてはいけないらしい。そのうえ、移動距離が前回より短いと旅として認められないという、そんな厳しい条件の旅を強行する目的は？ また指令を出している者たちの正体は？ 多くの謎を抱えたまま、旅マンは第1回目の目的地・大手町へと出かける（第1話）。
